consumer_num,connected_load (watts),total_energy_billed (kWh)
11419,4000,460.5
8680,960,91.83
3230,150,254.17
10696,4420,73.33
14539,1000,50.58
14342,4000,248.92
4424,900,460.33
14227,200,0
22809,2113,111.08
23704,8353,1065
14532,360,90.33
23872,7210,53.5
26106,5100,23.67
16174,600,408.58
6000,1640,3.67
6613,600,191.08
3172,150,87.75
12902,450,10.25
25740,2400,176.17
10404,380,270.33
20668,300,75.17
11761,350,528.58
15837,3073,333.33
22156,340,24.25
19863,1560,0
1460,150,116.92
25025,2520,261.42
20547,200,14.25
24645,640,122.25
1787,150,139.42
5287,150,75.67
7146,6000,576.17
2379,150,3.67
1231,150,419.17
20994,3143,933.25
15778,180,229.25
13439,340,67.25
5260,150,0
21786,850,243.25
1676,150,318.83
7946,450,176.92
9544,200,181.5
8399,1000,0
16125,850,3.25
18934,2780,20.25
23828,2600,75.42
13602,3600,365.75
8713,900,0
6218,20000,495.75
18916,140,75.75
926,150,243.5
33157,73.49,13620.83
19236,260,0
15855,3655,321.08
17807,150,222.92
13509,8550,240.75
25783,2000,114.92
3054,1000,194.67
10783,3286,659.17
6014,1000,0
15941,220,86.67
25898,4666,168.75
10884,420,39
3296,150,257
5700,1200,181.08
9345,3340,187.83
25877,2225,193
16881,2875,219.83
16607,540,0
17885,4766,220.92
9813,890,323.75
14649,1950,38.33
17385,260,230.58
24333,3080,402
568,1000,87.75
5444,350,251.67
14728,180,235.17
24363,8856,65.17
4390,600,276.17
13336,760,129.33
10448,240,183.25
11915,4000,452.67
2798,150,191.58
16205,2776,238.75
16044,400,571.92
23533,1605,10.67
3459,150,441.58
22514,200,29.83
10833,160,9.17
14184,200,226.58
9364,7823,301.67
22031,760,595.17
11189,1000,4.42
2436,1000,125.25
18331,850,287.5
17505,2540,170.08
4397,900,298.92
24079,1960,227.83
1040,1000,264.42
2554,150,100.17
11348,150,172.58
1673,150,63.75
14482,300,19.58
23780,3733,393
12410,8838,35.67
22942,4615,122.08
13097,2045,25
20532,150,8.67
25350,4355,51.92
19405,420,256.58
23085,1000,601.92
6420,150,103.17
8647,1435,199.25
9234,240,140.17
8091,860,30.92
9518,280,126.08
2016,5000,115
14857,560,122.33
2361,3095,113.33
21558,1100,136.42
24978,4826,199.5
8545,600,273
17951,5450,176.67
25906,9400,133.08
19691,1000,453.33
16745,300,38.42
22221,6882,415
10962,280,34.17
17993,600,250.08
7392,150,316.67
5576,4500,128.25
1041,2000,193.17
3108,150,391.83
21685,1920,53.75
24610,380,185.58
14990,1110,247.42
8217,250,210
25183,1000,465.75
11519,150,0
6049,150,101
10594,640,243.33
14775,160,0
9990,1580,277.08
5520,600,152.5
5786,940,0
6421,1135,123.08
6550,150,370.17
12376,2000,189.42
25161,2735,226.83
17067,1240,179.25
24384,420,30.58
8387,4000,212.67
21046,740,158
20950,400,142.33
6544,150,42.5
2032,150,113.25
3771,600,360.17
22313,3550,42.42
4660,9775,373.5
15995,150,150.83
374,150,147.58
13429,3450,286.17
5674,600,75.08
15082,4390,578.25
12547,4000,6.42
12722,150,135.67
6455,4000,256.58
2762,29745,4034.92
11521,150,187.25
11858,1000,74.25
7470,150,52.75
16002,240,151.08
13026,4000,159.5
24836,1030,77.17
4665,9826,171.17
12608,680,202.75
25928,180,26.75
25706,2312,37.92
1713,150,207.33
11014,1000,225.42
15786,150,41.33
348,7525,221.33
3751,2386,375.58
25175,3460,109.17
18824,150,262.17
10819,5766,164.5
33,11573,4271.42
7034,1200,164.58
2838,600,486.25
21011,100,62.58
25666,1100,30.58
21571,480,242
9621,8000,0
19569,3334,177.08
4364,62816,5360.67
14224,100,146.17
15097,1840,204.08
11312,5000,482.58
740,3060,133.25
15222,7605,1102.17
23080,540,1125.92
5813,600,447.25
5643,250,34.42
5038,600,142.33
13421,580,98.42
4646,150,393
17487,500,304.75
4400,27000,1585.83
13536,220,159.83
20086,300,204.42
12874,2500,508
23017,2420,65.5
1483,1000,35.75
840,150,270.17
2872,400,381.92
1989,1000,153
275,150,98.58
12934,62000,8202.08
4644,150,517.5
4951,700,194.25
6407,150,354.83
15515,220,1.33
9166,150,339.08
17603,150,20.08
19903,4500,249.75
21456,11250,299.17
5657,250,340.75
9761,640,195.08
14788,180,263.08
17626,500,14.17
20474,150,324.42
13000,150,484.92
21112,1040,478.67
26137,6570,379.5
22734,4364,761
9633,2700,185.33
26068,1520,31.08
24199,2100,163.08
3809,750,113
24898,5100,114.5
2445,1120,57.75
23049,100,208.83
9854,340,0
13413,440,169.17
18931,16195,110.83
17586,1961,339.83
11230,150,104
8692,4000,195.92
6361,150,177.25
1796,150,139.58
25737,460,201.58
14732,1000,21.17
4243,800,0
24220,2293,126.33
25189,340,0.5
15717,400,174.58
9497,1680,323.92
23013,280,34.42
5608,150,344.83
11279,150,223.67
7409,1000,2.33
21770,1373,219.33
16925,3793,177.92
18386,600,58.17
6099,2300,239.5
15449,620,66.25
14284,180,91.42
16984,1953,130.58
14897,1480,130.5
14694,740,68.58
12689,450,347.25
1414,1000,62.5
955,4826,510.08
24843,2390,175.33
13388,640,287.5
4542,10000,0
8256,320,31.42
20199,500,349.33
7432,1000,0
21536,1720,412.92
14780,580,2
9774,420,186.58
20693,300,79.08
21129,8756,115.33
17007,3340,0
25724,4100,169.75
9120,200,23.83
2790,500,273.25
23120,100,62.75
12904,150,196.75
12290,1000,0
3533,150,73
19703,540,102.58
25827,8791,74.92
19701,1515,242.08
22802,3860,38.08
6694,600,0
12931,150,221
18395,3033,93.17
11425,1000,261.5
13358,200,43.67
19046,150,176
7518,1000,6.58
25392,23200,1451.83
22665,520,0
15568,150,158.92
16206,960,39.75
9590,150,234
22495,2200,227.75
8283,4000,252.83
11015,4525,498.67
19922,200,122.75
5498,600,255.17
7819,650,138.17
20507,150,319.75
22154,300,22.25
14129,320,192.33
20959,440,68.75
23753,19938,7142.5
7248,150,270.67
16041,280,168
6052,150,295.92
21222,1800,490.42
20475,280,175.08
20885,8560,2613.5
15699,150,232.25
2241,150,250.33
17697,1630,121
25752,1100,12.92
20996,1060,10.58
6106,150,150.08
22558,1200,115.17
16167,220,92.33
9144,1725,134.25
15265,2820,361.83
23670,2946,252
9788,500,407.75
14607,280,313.25
4635,150,0
14248,950,25.42
4632,3610,158
22256,3133,117.08
25993,1886,28
22651,160,17.83
21504,2253,136.33
26238,580,1
17606,150,8.5
13785,8490,473.75
18571,850,814.67
20428,200,323.75
25388,1350,32.5
4588,1000,120.25
6864,600,184.17
21688,150,293.67
1309,150,343.33
18061,150,176.25
22826,200,166.75
9097,440,17.75
19070,2575,222
14416,5000,148.25
12083,1450,183.83
4981,9740,1584.5
7195,790,0
16594,4926,540.67
6141,150,147.5
23468,2175,202
17549,760,241.67
11978,400,110.92
22397,1793,136.83
342,150,185.33
24579,460,176.42
21509,150,163.5
1080,1240,213.25
19947,1576,108.58
17210,140,212.92
23265,7198,98.75
15483,150,163.08
25465,3635,126
25607,1350,0.25
18155,4193,300.33
16556,180,242.08
2865,1000,39.92
9881,2000,149.58
11361,17840,102.92
14358,1260,168.58
14976,5580,21.33
8886,600,243.42
23500,2450,434.33
13951,100,286.5
5932,8000,271.42
8431,20000,611.58
6404,150,235.5
18167,3275,251.67
1912,150,173.25
19826,150,226.58
14145,240,127.42
2294,150,87.75
15462,400,250
24940,4540,263
8492,150,187.42
20868,750,383.92
18450,200,67.08
24968,700,45.08
22975,280,0.25
2432,6610,356
24247,4420,191.75
4769,150,445.92
4306,13370,342.08
16399,1660,97.33
25700,3050,250.17
5407,150,73.33
9035,150,427.5
11828,9845,1411.25
16201,300,195.92
23462,2260,100.92
1491,4000,146.83
17220,220,161.08
12605,3070,276.33
2806,500,18.33
23108,4314,242.58
11855,3215,320
24600,340,33.75
13962,740,0
6107,5000,151.75
6964,450,132.33
12526,2140,76.58
7941,3556,177.33
17840,12660,519.83
20389,200,305.33
15704,380,208.08
25262,7770,319.25
10338,4655,141.92
18844,150,383.17
9661,4293,599.83
7838,650,200.25
4804,4000,276.5
16424,4758,54.42
23687,455,119
26300,6660,24.42
11496,1673,200.08
14486,820,84.33
12771,150,1.25
491,1000,94.83
11880,450,270.67
24770,1100,329
11140,150,80
16118,150,205.25
22750,820,15.25
6195,150,127.08
3068,150,127.67
20812,2016,142
17884,200,9
19449,6546,276.67
21394,2283,3.5
15884,320,110.33
17745,2310,176.92
24907,4035,132.42
18576,1180,194.5
7776,150,129.83
23267,1080,108.17
17433,11000,825.75
18970,150,25.25
26225,1350,16.67
11905,450,58
20394,200,109.92
1143,150,107.67
8395,4035,162.58
15754,240,161.58
12825,2505,81.17
10056,1500,46.33
20704,300,58.83
2511,150,251.42
880,4000,394.08
20634,300,245.5
22079,600,98.5
3382,150,267.83
3730,1000,13.5
653,1000,82
388,150,76
25191,4725,66.75
20457,150,142.25
17832,320,215.5
16276,4000,603.75
2751,1000,0
14563,150,233.42
24911,8994,193.67
21736,440,33.75
12506,150,256.75
6125,6420,383.83
25723,8965,303.33
22800,2411,249.67
14589,5000,122.83
17934,8876,343.83
6174,150,189.83
7604,9806,100.33
19464,150,107.67
6653,350,223.92
17558,1000,0
11049,450,587.08
7087,150,286.08
1779,150,296.58
13882,2500,165.08
18321,1200,57.08
11483,150,223.67
17448,150,196.25
16517,240,136.5
20870,700,122.83
10891,1780,72.67
12036,450,276.58
3632,7000,770.58
25618,4980,110.42
12368,450,210
13985,1835,189.92
22565,1660,141.42
11342,150,13.92
18270,1760,263.83
15883,440,317.5
5225,150,156.92
15008,2738,369.42
18948,920,196.5
538,150,115.67
17151,7100,221.42
19051,150,64.33
17966,1800,292.67
21189,886,0
20271,2000,396.33
15938,380,386.17
7049,450,267.08
11461,150,128.75
13142,680,132.5
12976,150,10.17
2284,150,204.67
4138,4000,191.83
26274,7790,8.5
5202,150,82.83
6311,150,216.08
19782,480,47.75
5142,150,132.67
2822,2000,296.58
1748,150,317.83
18242,2265,328.67
11786,350,82.67
9438,6692,153.5
14805,2850,129.92
14833,340,411
9237,100,234.33
15282,460,4.17
12839,150,114.42
4006,250,222.92
8910,380,215.92
25436,4595,82.08
10436,4406,217.58
3297,4000,578
20249,200,101.92
18608,3176,230.08
9913,160,0
11565,440,258.67
23665,660,41.42
18484,1000,163.17
16975,660,354.08
17758,3220,163.58
19737,1000,120.92
4837,1600,152.17
3513,150,38.42
23535,14993,773.42
16547,150,222.08
1146,1762,56.92
9061,280,230.58
25126,4780,435.33
21902,460,300.17
3337,150,165.67
1410,1000,30.67
5360,150,99.58
20525,150,149.5
10929,4000,347.42
21397,3240,255
11294,150,143.08
13917,5820,393.33
25332,1260,0.17
3201,150,241.92
22836,100,0
2913,850,41.58
11321,150,242.67
4374,5000,259.67
24023,3400,0
15561,440,243.75
2278,150,9.08
17769,3360,309.92
13927,540,390.25
12753,3900,124.58
16061,150,194.58
19724,150,127.25
10207,380,252.25
18468,220,226.58
15025,4800,234.58
11377,720,0
23350,2095,171.25
9859,1000,0
15367,960,135.58
18428,580,150.58
10043,525,1.33
16437,2250,101.42
17741,160,1
12481,900,262.5
21560,840,0
21244,6276,1900.17
14319,380,2.83
1965,150,24
11949,451,272.58
20284,200,140.17
5773,1000,0
13849,140,307.25
25040,1100,7.67
15612,150,87.75
2760,1500,394.33
3755,4000,206.25
6100,150,286.25
23291,9490,3.17
4230,5000,293.17
25717,2000,122.17
201,150,1.33
14615,360,70.5
9644,100,269.75
696,1000,433.5
9922,2100,56.58
8002,650,210.75
25204,9770,530.17
14598,200,17.67
13390,240,94.25
21546,1120,262.33
16690,320,245.5
3897,500,175.5
10680,150,217.17
17795,240,0.17
8931,500,168.17
18164,5040,417.5
24756,3415,224
20393,150,106.25
18215,1640,142.58
20504,200,239.92
9651,500,101.17
11740,1000,197.17
9732,420,595
14786,200,7.5
5344,150,178
17115,400,222.25
9799,2520,132.92
13099,3600,56.5
5644,3480,548.75
18896,660,62.92
12246,5000,159
17005,580,188.92
25870,3975,138.83
3956,150,107.08
20424,200,6.83
17043,4190,233
18759,620,62.25
8041,23000,97.33
5638,400,199.42
9110,5380,150
26211,3906,3.33
10747,740,158.5
19237,5000,104.25
2615,150,225.58
17260,240,7.83
5096,900,445.67
21534,6660,217.42
18900,4000,346.5
7872,560,232.08
14502,180,0
1443,150,57.5
23348,420,148.92
12285,1000,143.33
5421,600,227.33
11275,150,80.17
24057,6570,789.92
22698,480,222.5
16583,260,232.25
14927,2600,411.83
15184,545,1.67
19848,1086,0
5359,150,295.75
3608,150,247.08
7123,5000,465.08
23659,1250,80.58
23204,9521,330.83
23731,7210,536.5
24255,6860,66
2518,2670,546.08
22434,4666,286.67
16624,340,137.5
21038,4073,115.17
19714,140,212.92
5762,150,195.92
528,150,302.33
3358,150,226.08
12107,450,167.83
18582,3920,140.75
5124,150,23.67
7726,650,0
18488,1100,341.75
18967,5300,584
1421,150,112.67
6363,1000,136.92
19197,900,108.83
11255,1000,166.17
13550,2480,308
18534,2590,134.17
9070,1000,193.75
383,150,104.92
17223,4291,138
6097,150,221.42
1418,1773,292.83
25209,4295,142.83
18756,23800,4008.67
3521,150,0
2036,4823,607.42
4935,2000,0
24819,4725,152.58
2938,300,217.58
23669,4146,280.33
14281,180,239.92
1927,150,156.75
3367,150,139.42
17639,5000,257.42
10212,4916,209.25
19074,1000,101.67
13694,460,266.33
17185,340,144.42
25584,1540,20.83
9566,240,0.08
25373,1875,108.08
159,150,240.17
11000,840,196.08
3780,200,468.75
4596,4900,523.75
10556,1340,388
4616,7769,390.5
5117,150,86.42
11061,1900,325.67
22102,460,103.5
11336,150,120.5
3901,250,181.25
20303,500,43.67
14063,2140,453
24421,260,32.33
9359,1000,124.5
14365,2000,1.5
19018,4160,31.33
14131,360,40.42
12424,150,177.33
13575,420,173.67
24245,920,103.25
21578,100,141.08
7514,1000,29.92
13628,180,261.08
18618,1420,190.92
25339,6049,347.33
25000,3400,132.25
17293,1335,36.25
22208,920,1.42
8565,650,114.17
18859,960,184.5
9170,1000,41.42
6137,150,166.92
21530,2800,488.5
25811,3850,142.5
14621,5881,349
25716,8246,163
24666,4335,169.08
1648,150,315.08
16794,150,110.92
22906,840,2.58
12847,11000,176.67
12567,4500,582.92
12423,150,43.42
25316,3360,53.75
19624,1710,93.75
19849,1700,186.08
19417,150,321.75
24549,340,8
4346,600,128.75
136,1000,7.58
20848,2820,142.33
20601,300,6.08
2437,150,239.42
19028,340,12.25
16847,260,56.83
19902,2140,19.42
2279,49630,5517.92
15943,150,186
3019,800,186.33
21009,4460,337.92
14426,150,142.75
18202,3620,144.33
9162,2180,58.25
13967,1860,9.58
10835,553,133.83
14638,2000,0.17
20454,340,169.33
13428,2275,299.5
6446,150,18.83
18851,353,179.33
8259,150,215.08
25286,4141,202.58
17321,160,38.75
17575,180,218.33
21822,6800,104.33
5110,1200,130.75
25519,2513,0
6871,250,345.08
3653,2000,225.58
26351,340,1.33
22977,1240,108.5
26107,5100,21.75
11372,2370,409.83
18486,2666,152.42
7589,450,364.08
5409,150,16.5
8512,150,0
4473,1000,4.17
776,150,0
13792,8005,221.58
26244,33380,293.42
12047,450,231.42
14280,2525,287.75
16886,640,96.08
22548,2090,282.17
6453,4860,794.5
24960,1225,53.75
13204,2800,611.58
18593,2440,175.25
12023,3900,262.33
16360,200,122.92
23149,3726,7
402,150,167.58
6378,150,222.67
16185,200,201.08
10183,150,291.42
10910,450,80.92
20149,300,126
19353,1640,87.42
20722,150,132.5
18631,1440,624.75
3867,400,114.17
9670,1000,36.67
9194,380,144.17
25548,3620,534.5
3911,2518,211.83
19156,320,2.17
1916,3476,330.92
3588,4743,90.08
9506,5850,171.08
447,1000,61.42
2252,1000,45
5415,150,180.83
7778,150,16.08
4441,300,315.5
881,150,364.67
24906,4015,239.08
23338,260,23.92
10407,100,163.67
14318,3060,199.83
10499,2200,533.58
19844,1100,80.5
16920,2825,381
4676,150,102.67
24580,2370,14.92
20993,3143,164.92
4442,250,128.08
5252,150,190.75
4594,150,74.08
4109,600,216.33
19999,11852,237.17
26247,800,0
6372,150,384.92
25562,1380,587.92
20689,300,60.33
18872,2573,173.5
10119,100,253.58
9845,480,142.58
24899,5100,185.08
4992,19000,758.25
21787,5450,204.67
18294,750,79.5
1842,2000,1449
23185,460,236.33
18438,993,252
720,12320,1294
13835,1660,5.5
10009,320,113
20321,500,128.08
10591,560,124.67
7593,1000,192.17
11228,150,106.25
15897,180,74.92
10004,280,74.42
14053,6000,243.33
26436,320,2
25775,1210,198.83
4847,600,54.5
23001,400,0
5049,300,237.83
15804,520,41.67
21667,440,102.42
1259,150,153.58
20382,200,166.5
15755,240,283.83
3759,150,303.58
23498,240,72.08
12236,150,126.25
21543,140,124.75
14255,4940,16.67
11580,450,185
12472,1200,232.58
18777,1000,0
12845,150,233.25
8999,5045,59.92
20409,140,262.08
16820,1090,118.58
24039,1140,7.17
22873,340,94
18656,8000,28.92
7816,600,187.42
5596,980,0
6762,600,359.67
7746,690,120.42
18993,140,213.25
12042,4500,360.17
16993,4065,140.5
23229,160,0
20612,300,248.25
6025,8086,215.5
2146,150,380.25
21334,7720,48.83
24158,240,131.5
14576,780,195.58
17666,2700,559.67
1430,1000,0
11091,630,315.17
11656,1000,138.08
10785,160,12
19425,160,5.75
689,1000,128.5
15201,2640,117.83
21477,1100,165.25
20335,300,188.08
11292,150,268.17
22027,1840,2015.92
18575,1620,181.17
8908,240,320.5
14061,280,134.5
5615,650,136.08
5408,150,101.5
20390,710,95.83
14251,2663,103.83
21576,460,76.08
19952,240,245.42
16299,880,0.33
11134,150,106.08
19026,150,235.08
17555,800,0
4508,1250,162
25171,4895,13.83
3189,1000,7.5
15841,200,46.75
18044,150,30
11354,150,189.92
25891,1410,43.42
1634,150,330.5
16792,3340,112
3725,150,221.25
6144,150,59.58
13563,3813,190.92
14136,5820,153.83
14382,220,167
2309,1000,380.5
9618,280,79.17
22359,4013,216.58
17415,460,256.5
6317,4820,193.08
5901,4000,588.67
24870,240,135.83
20713,380,230.67
26063,1840,7.17
3280,150,280.33
10663,150,246.42
8924,600,67.5
24699,1400,5.5
12019,900,301.42
3329,5906,1384.5
23691,600,238.17
13584,140,285
13850,8000,455
2049,150,165.25
2969,1000,42.17
21373,160,146.17
20813,1053,333.67
21212,8000,1714.58
13468,2760,113.42
12781,150,330.67
25795,1750,26
8392,150,88.67
16319,200,44.83
11674,1000,0
17098,240,30.75
11060,650,102.08
7232,150,93.75
1213,150,73.33
6242,3000,246.42
14922,200,264.25
19711,3210,191.75
11424,150,304.58
10540,1720,174.08
4494,600,57.75
20020,300,0
25091,160,1.5
24685,840,103
20194,300,203.67
16758,150,19.17
762,1000,0
14818,740,230.58
16610,1000,354
4842,350,197.08
6239,150,539.5
17191,180,174.42
18751,9872,865.58
22543,1436,1343.75
17644,3000,577.42
22370,440,78.67
15398,580,178.08
19777,540,71
13911,2190,349.58
13441,2710,278.42
16417,2000,8.33
18406,3615,55.67
12182,150,108.25
19505,280,77
15681,240,8
25072,3945,254.08
7863,3783,135
6286,150,66.5
7781,650,0
21727,4649,515.33
18947,140,307.42
12731,150,261.42
22192,5140,1787.83
20406,200,214.25
6289,150,300.75
19584,480,74.58
5236,150,253.58
6238,150,275.58
15909,100,93.92
6386,14767,238.5
19426,160,535.5
25065,680,136.17
2764,400,101.42
24183,660,0
11532,2780,192.42
13838,140,287.5
21372,320,0
9091,2000,78.67
24228,7783,531.17
11696,650,114
20874,6973,29
20837,3403,235.08
15073,5000,41.5
20337,300,56.58
25715,5860,116.67
18846,2760,243.42
25762,1540,17.5
16123,360,95.83
19865,6611,0
15698,180,136.58
19764,4463,293.08
4270,250,67.33
2122,150,351.5
19579,6820,25.25
10930,200,78.92
11226,150,311.33
19924,1180,144.33
21876,100,60.75
16335,2140,237.67
17977,320,123.75
24975,430,83.42
4717,1000,1.67
22931,340,1.42
8770,900,48
15796,150,100.75
6787,900,295.75
18531,380,234.17
25785,2000,0
5446,600,225.92
17962,360,73.58
19093,240,105.08
3335,4500,172.67
14911,2745,349.75
14460,260,157.92
23817,39838,10601.67
19555,8980,78.25
11451,150,429.83
17915,1680,118.08
2595,1000,142
21660,200,107.25
24337,746,0.25
25296,12000,1553.08
9260,240,145.83
12640,5500,395.25
12068,1800,166.25
6119,150,69.08
5051,600,292.58
15326,1000,334.08
5423,350,444.17
14979,340,135.25
13137,605,359.67
7853,650,13.25
8973,340,214.83
1320,3000,16.5
9172,150,259.58
508,1000,0
7106,350,124.92
1326,1000,32.83
9199,2420,40
9047,2440,106.75
25007,240,83.83
1883,150,363.58
13170,4000,18.67
14056,2895,183.42
4278,4500,57.75
24266,8740,400.17
7390,6586,119.75
21950,2353,0.25
2487,150,89.17
22705,4080,318.08
21435,460,226.17
24149,1160,159.5
25538,564,172.75
15123,1320,44.58
12653,3725,230.08
16239,280,226.42
21966,3353,606.75
6167,150,0
2835,1000,25.67
11120,600,203.25
3422,1000,68.17
24643,7930,73.25
20918,4753,290.5
25902,1070,91.67
610,1000,199.5
26293,1350,0.33
15023,320,207.75
26050,1100,0.5
22423,760,229.58
12188,1763,201.42
6320,500,80.25
8805,1000,13.75
13618,540,51.75
6369,150,161.08
26318,3550,0
20216,300,124.5
1300,1000,29.17
5282,7600,0
6281,150,432.42
23118,480,138.83
11022,2000,232.58
26167,1910,5
19333,49970,3013.33
2065,150,357.33
25896,4900,28.92
25746,1100,32.08
13383,900,0
5171,150,124.92
13658,580,97.5
16735,340,102.58
15001,650,340.08
472,7000,433.5
14579,2786,246.67
16384,4560,349.33
25165,8706,319.58
5218,150,131.17
10273,3420,227
4668,4500,216.5
10951,320,0
22119,100,202.67
23947,2400,46.5
8031,450,350.67
17658,1290,0
2399,9593,209.83
9924,5000,282.5
14837,2760,292.33
987,150,197.08
18746,880,200.17
20267,200,431
17096,1110,648.58
10562,560,206.08
13579,2925,471.17
16941,1100,99.83
12798,980,162.5
23435,2960,174.5
3065,7000,1856.75
11151,3000,115.5
21510,4093,146.42
13420,280,107.83
23415,900,623.08
23531,300,12.67
13799,2975,180.33
9570,2880,330.5
20278,240,179.08
8658,900,371.42
12261,1000,4.25
17622,500,221
20067,300,86.67
17946,3700,162.33
12444,150,0
6076,150,129.17
18605,480,212.42
6985,150,353.5
15564,150,178.83
18787,4660,498.92
18423,150,254.33
23804,460,217.92
6867,750,166
3112,5000,754.33
23660,3093,144.58
10483,320,68
13844,2995,109.75
714,4775,489.75
19281,1400,217
12509,150,181.08
16261,150,120.08
11788,650,43.33
4082,390,121.42
20366,200,129.08
2083,150,165.83
130,1000,97.92
17953,5150,176.83
11129,8000,89.25
382,150,527.75
6228,2000,115.58
16481,600,132.42
23564,2200,126.33
10523,640,181.33
20700,300,71.83
19583,150,200
11886,450,103.33
12482,1900,206.83
23425,440,115.42
15062,3000,147.08
15718,150,102.83
9792,1440,300.67
7522,860,21.58
16709,1603,340.08
9481,1000,0
6132,150,136.42
25017,4770,157
17525,100,50.25
185,150,294.33
7960,450,114
18553,940,166.92
18935,500,130.42
16223,1760,195.17
21830,1040,98.5
17868,320,72.25
17402,5910,396.83
19595,2820,1065.08
16330,860,91.08
2886,1000,28
20208,300,130.67
11574,150,61.83
3629,150,0
13289,280,126.42
22907,7475,243.83
5411,150,71.33
23420,360,18
19704,750,136.58
14910,1580,123
3783,4000,94.92
20440,1100,90.33
16880,2000,0.83
3205,150,41.58
4640,150,183.42
15138,200,31.83
15560,240,19.42
10143,2940,120.75
18630,840,226.92
23565,150,59.33
12320,1000,43.67
12508,150,186.67
5622,650,186.17
23224,860,10.25
3008,960,27.92
11987,250,505.33
16892,5000,11.5
10010,100,449.08
11054,3000,159.92
8866,900,174.92
20362,300,32
11139,16000,1212.92
25113,3485,127.25
134,1000,240.42
19461,380,220.83
6970,180,539.92
23621,140,9.75
22198,4426,132
19380,260,121.25
21729,100,86.25
15315,4500,164.17
25579,7928,816
9310,150,127.08
13958,380,15.17
20338,4535,524.42
16109,1000,107.83
24070,4411,178.67
1198,150,0
18412,2325,267.75
6371,150,432.67
14399,1100,351.42
19104,400,175.83
13323,940,94.5
24707,4900,200.5
1481,150,224.17
14067,2300,483.25
19396,8013,350
18188,8726,766.67
8920,1843,37.33
24644,1795,262.58
3328,150,0
3857,960,65.17
15292,2260,980.75
18637,1100,0
22377,7413,217.08
25101,1000,143.5
24339,1400,517.83
15490,380,249
24315,2380,114.75
23115,200,0.17
16048,500,31.33
9219,1270,157.75
22089,1880,425.17
7229,150,223.5
7299,1000,49.5
8153,4000,212.75
22291,360,46.08
1995,150,393.17
4158,4800,581.08
21374,160,29.58
9612,5575,158.33
14394,460,177.75
9249,400,0
6335,150,200.08
22550,2095,311.75
11075,3500,141.42
16303,6270,469.92
19561,380,223.92
22680,2973,76.5
17429,560,204.58
17320,760,21.67
2217,5000,122.33
11017,150,57.25
17676,8680,141.58
18350,280,147.17
18369,1000,74.25
8242,150,220.33
18549,700,173.67
25248,1775,23.42
10996,360,137.58
9119,1000,167.17
17154,2323,112.67
22275,300,31.08
26228,2415,37.08
24381,800,215.17
24112,3150,355.83
26260,160,0.08
16434,2230,162.67
21383,440,37.92
20227,300,313.08
23082,1000,893.08
4268,750,437
9338,2100,100.67
8124,650,236
25018,1140,10.42
18825,4000,352.17
14199,340,139.75
3273,150,153.33
13979,200,0
346,150,549.42
24264,940,192.5
12461,150,209.5
14316,200,20.75
4969,600,27.42
25029,340,38.92
26435,200,0.08
12169,3360,688.58
8983,380,205.75
2095,150,0
25624,12000,1778.17
4731,4000,297.92
16639,2520,347.17
15751,150,53.25
20977,900,217.58
7402,1000,38.58
112,8000,9.33
21935,6323,326.17
5325,150,106.08
22999,1480,25.08
5825,10000,366.67
3027,1000,37.5
10438,100,144
8125,650,321.75
20113,300,221.92
16322,1065,225.92
10670,150,243.08
1983,3000,909.17
3409,3853,183.83
18110,4166,272.25
5516,600,204.25
26302,3350,6.08
10606,180,401.83
20658,300,176.17
145,150,856.42
18397,440,72.75
15290,2200,0.17
16930,4273,126.92
1662,150,90.08
21542,1580,50.83
23344,460,148.5
6481,150,182.17
14688,2950,159.25
11507,1000,40.75
25995,3644,4.42
14660,180,162.92
13261,3430,192
3927,1000,215
25257,4380,363.08
15538,1600,330.83
7147,460,57
309,1000,160.17
10002,280,632.08
25755,3355,153.08
2542,2003,357.17
18920,100,300.75
7837,150,9.75
8729,650,308
18813,4000,276.67
10344,2020,408
4024,900,169.42
2780,1200,318.92
20629,150,51
25217,6717,158.5
24830,1030,61.83
10311,4955,247.83
11488,150,226.33
17886,9740,836.17
18762,500,182.08
15739,200,161.58
24565,4086,233.17
13407,240,81.58
2184,150,80
16907,160,231.17
11036,450,233.25
4697,8910,177.5
1221,150,325.75
6154,150,53.92
14031,3126,102.67
13488,320,90.25
18568,4345,17.33
11801,450,149.83
6478,150,255.92
15781,150,129.25
24791,700,19.42
9147,280,20.42
9291,150,76.5
19878,740,205.67
16845,600,73.5
13041,740,495.25
24341,15420,270
16130,3040,219.33
22061,3860,511.83
10188,5810,92.17
17984,420,273.75
24769,1350,39.83
3567,150,136.75
20142,300,209.58
17925,1520,424.42
6843,560,70.17
14209,11110,1481.25
17150,846,108.58
627,1000,177.17
24730,1970,157.92
5451,350,162.92
7157,150,263.25
15591,150,85.92
14308,140,0
5259,150,135.42
23767,1720,169.75
18798,5133,310.25
11260,150,174.25
3744,150,234.83
20099,300,183.42
12719,4000,543
21286,3992,119.58
22574,1180,114
7729,460,91
9100,440,80.42
679,150,503.83
9706,500,218.25
21952,2815,459.67
23961,1120,0
8225,150,115.75
13286,9280,122.58
7919,800,268.83
1735,150,191.58
14147,3000,778
6123,150,0
15631,2500,283.83
22713,760,74.25
24076,2500,205.08
23413,1946,99.92
25010,100,81.25
13750,2085,290.17
1701,150,0
