consumer_num,connected_load (watts),total_energy_billed (kWh)
25969,3997,160.08
21550,4000,200
4901,300,342.33
2035,150,207.75
3244,150,286.08
6847,600,183
10034,12330,720.08
1368,150,216.25
7304,1000,9.75
19716,21000,8717.33
11302,150,167.58
4657,150,496.92
7313,1000,194.25
21612,200,123.42
13269,1328,100.42
20659,300,179.42
16051,150,121.92
13466,480,261.25
20927,3946,369.17
11407,150,568.25
11791,150,139.92
22552,850,81.67
5367,150,293.92
8199,1670,280.67
12333,150,39.5
25774,4390,94.5
11331,2381,134
8146,750,269.33
11385,1000,33
18263,740,0
19384,540,180.67
23755,2850,132.42
21570,820,56.25
22009,160,2.58
20664,300,89.5
19036,150,360.08
20256,9000,0
25224,2760,11.67
5734,860,209.67
1510,150,302.33
18811,240,28.67
24871,1051,151.75
13997,5000,42.67
9034,450,407.25
15987,1200,88.42
8083,600,105
6968,250,147.33
17556,160,32.25
2735,600,62.33
2582,540,9.75
4429,1000,11.08
3505,1000,0
14945,2780,115.42
6388,150,0
9555,2320,211.25
24382,2270,302.33
18910,4240,1051.67
3898,560,51.25
12638,150,230.08
18705,1020,199.92
18556,790,500.67
17668,600,152.33
17175,240,1.92
2188,13000,2323.92
22212,3700,216.75
7047,150,122.17
11579,1000,0
16571,2000,0
16570,320,129.5
24215,4933,120
12953,6900,289.92
24224,1180,169.5
26135,6746,77
5329,150,308.25
22454,2440,59.67
24241,1755,76.75
3000,2000,266.58
20412,150,278
15840,200,178.67
15004,320,155.67
16344,480,403.17
25045,8821,636
5478,600,111.83
18166,1340,0
12383,4370,380.83
23197,1040,27.17
24102,2445,240.33
12334,8791,291.92
14524,560,90
3879,360,367.5
24052,4374,9.83
17243,440,218.5
20453,200,58.67
17484,600,246
14242,220,176.58
21930,913,238.75
12128,150,242.83
3964,200,97.25
1716,150,181.33
5543,250,216.42
156,150,136.17
9878,150,325.08
24298,7714,516
1812,150,272.58
8994,1813,305.25
22744,280,142.92
11429,150,114.58
11065,350,0
1026,6131,232.67
11370,150,148.17
3461,150,105.75
5908,600,198.58
21762,140,247.25
22520,2775,215.67
20572,150,101.25
2909,1000,61.17
11406,150,196
25796,820,10.17
8892,3040,401.5
25259,2860,641.25
24973,1100,47.58
11349,150,238.5
20925,1040,181.42
21932,3715,424.67
19739,15754,438.58
10293,100,233.42
22579,5975,947.08
18417,2980,102.58
6175,150,180.5
10237,600,291.75
22534,2000,95.92
10800,180,393.17
22003,2596,270.92
21779,302,61.92
12491,2000,575.25
22468,900,206.5
11350,150,18.08
15553,150,207.25
16133,4000,140.92
7592,1200,195
22503,1600,271.67
14896,2287,207.33
16873,640,17.08
18996,820,64.17
10950,8986,167
13731,5483,215.67
18149,1000,458.17
11941,450,442.92
21096,1040,195
24691,2910,100.42
4878,9826,163.67
22980,320,136.17
22217,1460,0
19457,480,0.25
4940,350,93.42
24939,1715,189
22709,855,208.25
10387,100,219.92
1112,150,244.25
16870,3000,210.42
6804,9714,295.33
5114,1600,135.25
9541,3080,542.33
15039,540,524
17480,535,358
21476,2000,209.67
21268,1000,999.25
22426,2476,219.83
12648,450,207.08
20757,2853,17.75
3386,150,133.17
23752,6940,838.42
13696,2431,0
21681,150,262.92
10300,4165,140.33
2201,150,67.33
8085,780,203.25
3114,150,12.67
4010,400,282.42
13002,150,137
12768,150,260
16797,200,5.75
2129,4250,212.42
4113,1000,41.5
6574,2000,26.42
17983,2390,112.08
11490,1000,0.42
22419,460,75.25
7912,650,160.75
22730,440,52.67
22570,440,257.67
2353,150,349.33
2944,6000,0
9613,11000,0
17677,2240,245.17
12213,1500,291.33
13005,4900,127.33
18606,150,195.25
15788,2095,144.92
3536,150,40.33
9209,140,380.33
18463,100,126.17
8377,150,289.25
20250,300,320.58
21619,200,126.17
20005,1100,274.42
24758,4852,105.67
8481,150,318.25
9967,2800,155.17
7493,150,204.25
8576,650,303.5
25660,540,76.67
5059,600,611.25
1807,150,289.08
23876,7065,222
20096,300,61.92
13996,280,159.67
21426,240,0.58
15210,5000,56.17
731,150,236.17
13881,520,125.58
24450,9180,436.67
10619,150,153
12896,450,279.08
19980,1570,121.5
8288,150,85.08
10642,920,6
22189,24120,1861.17
22013,4626,154.92
25243,9954,4.92
11335,150,186.5
23723,2312,2.5
14020,2000,111.5
14963,2530,242
16472,6220,146.33
8299,3788,55.58
4252,600,189.92
6993,3560,211.25
16751,9000,215.75
10637,160,14.17
10416,160,245
18189,1000,2.33
21799,2000,35.17
19453,3953,70.67
14551,1080,135.42
103,10000,1761.75
14165,240,137.83
4031,1000,127.67
20473,200,114.42
1928,3957,240
13892,180,89.58
16033,150,221.42
8028,600,206.75
14374,380,98.25
22509,2043,292.58
3116,7113,156.5
21179,1115,112.17
785,150,125.08
14275,220,330.75
25405,5086,581.42
21257,160,388.25
643,150,166
21683,3975,359.33
16228,480,241.67
24350,3110,309.92
6649,350,18.67
18498,3464,201.33
22738,2453,60.92
1922,5000,295
20610,200,247.25
18636,1620,250.08
21211,2666,149.17
19657,1780,332.83
7104,650,358.33
5362,150,228.92
15811,280,144.75
19551,850,249.83
9427,100,169.5
20254,200,257.67
21223,4095,291.92
2645,3903,406.25
258,150,278.58
19407,150,113.75
12611,1000,28.08
438,150,125.42
20076,300,173.5
9433,8295,237.83
1487,150,298.75
22323,580,217.83
17592,2153,60.08
1745,150,238.92
11810,4000,337.67
19324,6056,425.33
13172,280,98.67
22567,200,5.83
1585,150,220.58
20178,300,87.5
12438,900,123.75
21915,4676,212
17520,1120,258
16405,1000,141.17
2575,600,127.75
8306,1000,120.75
17703,6615,108.08
13779,340,248.58
18891,1000,62.42
22083,260,86.08
7337,1000,32.92
12198,150,229.42
11850,450,196.42
18719,850,216
2351,150,459.75
23923,3560,0.25
9283,150,182.42
4753,150,501.17
24663,2620,17.25
1652,1000,20.5
14994,180,68.17
7287,1000,0
21613,520,0.92
815,150,4.5
20628,150,114.25
15859,160,54.42
6470,3633,219.58
23840,1000,29
23106,6280,168.17
23689,6985,123.08
15931,1060,165.75
10926,280,154.42
24592,1575,212
10644,2240,363.33
20861,3813,237.92
10017,6725,165.33
7916,650,239.83
17566,1945,305.92
23067,460,240.25
17688,150,196.5
14037,100,281.92
10046,300,297
972,1000,50.92
23418,7056,185
10976,340,90.92
13183,200,0.17
5275,1000,125.08
25346,35406,2069.42
8665,500,265.83
23005,2460,208.25
6896,650,207.67
21023,4575,186
14687,9110,46.17
15055,240,14.67
588,4000,0
15284,720,258.5
26327,1100,2.83
1297,1000,52.67
2227,150,280.58
10486,1000,98.83
19825,392,301.67
24623,1140,162.5
26342,1000,4.75
23790,6630,265.5
25042,280,84.67
25537,500,166.25
9592,160,86.58
526,150,3.5
17742,150,298.92
8255,2030,156.42
4536,3000,215.25
17437,150,256.75
3503,5000,92
19840,1220,162.17
17156,140,91.17
5588,900,205.67
8386,1000,34.33
6639,450,137
12683,1620,48.33
2097,150,155.33
20904,140,211.83
24626,9580,30.17
16804,9030,878.67
12129,2100,215.67
15427,7745,263.75
6735,680,225.5
17979,5000,605.92
5465,4610,316.08
15737,200,199.83
22892,1020,221
10552,2110,317.42
3117,1000,0
10066,2510,174.5
10889,620,157.75
1158,150,0
21745,980,124.5
7447,150,240
1813,4033,71.17
13049,240,291
14831,180,48.58
26272,270,0.33
2220,150,320.5
12812,150,376.58
8584,150,137.5
2816,150,98.83
8671,900,150.83
19623,340,7.25
19592,7960,27.75
15505,300,160.25
20136,300,27.42
6861,450,207.5
21110,2613,262
10771,280,294.42
17229,500,212.08
22330,1400,181.42
1826,150,92.25
19738,150,464.5
1386,150,452.33
6711,350,448.33
17149,8180,534.92
4294,650,373.42
23536,600,194.67
5383,7235,145
22894,6960,24.25
23837,9543,121.08
13880,1883,234.58
3373,1000,95.83
7368,150,132.75
7413,1000,21.08
18511,580,300.17
13100,505,199.08
18217,1250,36.33
20073,300,310.42
24035,4405,53.33
9390,280,177
11067,450,22.5
25094,4243,208.5
20792,1080,310.58
23000,1920,0.33
4309,6060,161.33
18876,2566,255
16298,380,189.92
14425,150,205.5
2248,150,85.92
25476,2395,232.58
5895,600,342.08
24061,3796,153.75
17706,3655,29.17
24831,1030,27.42
6942,600,115.92
15390,200,296.25
20140,300,0
11273,1000,29.75
26153,1620,5.42
26314,200,8.83
11969,2500,149.5
20347,200,182.42
13953,100,137
24127,5760,0
22282,440,173.67
16784,500,0
15691,150,138.42
17031,1833,142.33
8677,900,705
17911,440,117.92
21497,3578,0
20787,340,97.67
12946,150,192.58
13657,140,33
7537,250,173.83
13585,460,180.58
547,150,0
10038,640,473.75
4742,150,561
9111,980,214.67
19049,150,296.92
10905,1820,205.92
12854,450,75.83
12808,900,121.5
24077,800,3.83
20964,2860,417.17
22881,9576,59.08
21144,360,267.17
18362,4223,125.5
16697,600,383
20877,4000,313.33
2962,960,4.83
779,150,71.42
10764,240,168
19238,5000,654.25
6609,950,191.33
2828,200,145.17
25357,460,126.67
24258,1350,0.5
14656,200,285.83
11310,150,74.92
24346,2660,799.92
20190,300,132.75
16778,520,266.08
8247,150,258.08
6615,1000,107.92
9975,220,369.75
3972,250,130.5
4933,600,81.5
10446,380,210.5
6112,150,153.75
16683,960,0
13516,400,140.83
6984,250,246.92
5767,3196,826.83
18843,600,200.25
19693,440,153.25
26044,4015,70.42
18771,8550,687.17
13282,3000,240.75
22270,6120,0
11155,1000,3.08
20736,180,274.5
10673,880,112.58
5133,1175,216.75
2721,150,252.08
24927,420,14.5
23941,4260,200
16366,17063,2825
13376,5980,327.17
6485,150,51.92
22393,200,0
4672,4500,49.67
18470,40000,3490
15977,240,149.83
15488,340,262.17
2165,150,7
23613,1520,396.08
14890,100,576.33
10958,180,143.75
24163,2898,35.75
14906,1230,218.25
4363,300,55.33
26286,1100,0.83
13015,150,276.17
25663,2910,17.33
21769,4506,251
6467,150,0
10086,1340,354.5
24463,4610,411.25
20834,460,138.67
14641,580,15.92
11939,4000,228.33
8981,1660,49.58
138,1000,72.58
16744,960,229.83
10171,3470,205.83
25088,4274,109.75
21752,200,75
24257,4115,223.33
11615,450,221.83
23952,660,6.58
22132,560,210.75
4765,850,116.42
11412,4000,138.08
23796,280,11.92
17963,1580,72.17
15917,180,148.25
19266,1940,65.67
4600,150,81.83
3961,300,257.25
21123,8790,39.83
1872,150,122.92
24989,2340,202.25
16660,620,331.75
10394,3160,374.17
9546,320,90.83
23938,960,10.5
3281,150,146.67
19654,150,214.08
12057,300,482.83
5137,4000,638.33
17302,280,221.5
17349,760,68.08
22917,14790,276.5
10948,1300,343.17
23383,11176,245.67
20931,460,40.83
2778,600,174.83
13497,140,176
11399,5000,623.25
22914,500,98
13738,4755,374.67
23373,740,3.67
17532,3000,45.92
19696,2946,255.83
22675,3675,132.75
5772,600,0
16698,150,170.92
22210,420,62.08
15397,280,184.75
13560,140,274.83
18480,5000,0.42
22932,2233,53.25
11622,1000,46.25
23366,800,67.5
15733,580,55.58
6763,450,324.08
6868,650,291.83
2416,150,203.33
21616,200,266.83
25750,10248,1554.17
2557,2000,0
6737,900,179.67
13302,3451,144.08
25576,4035,45.83
18436,720,265.83
24403,1240,1.17
25575,940,178.33
38,5687,1071.83
4253,400,112.92
12059,450,130.42
16351,230,242.08
13380,580,198.92
9704,1335,347.92
16988,8845,1696.92
14643,380,211.5
6774,4500,71.92
10966,560,0
15824,2910,304.42
21913,140,10
15521,380,137.33
26132,900,130.17
2690,150,132.75
24713,520,0
2354,150,222.58
20147,300,130.5
23428,200,19.33
11423,150,139.25
18958,150,256.58
15057,440,0
19964,960,80.33
13464,3775,175.5
20891,400,45.08
25916,900,68.58
2954,13355,1077.17
26090,1350,15.5
15746,600,21.67
12158,4500,313.5
25800,2883,131.58
6245,8000,1893.33
316,1000,91.83
13622,1100,250
8176,600,272.83
16020,150,262
135,1000,0
20262,300,55.25
12829,450,176.33
902,150,407.42
16307,260,267.25
12456,150,177.25
9984,280,13.25
2609,480,205.58
24518,680,20.92
21041,500,0
18104,1220,223.5
699,1000,39.83
14872,2810,342.25
1638,150,128.33
9184,980,0
5626,250,241.42
3414,150,346.92
16947,4780,214.58
2159,150,232
25986,1498,23.08
3084,150,288.58
8530,650,135.42
18360,1660,117.58
2082,150,0
15458,4940,421.17
6638,900,94.67
22378,3155,266.25
4902,600,411.42
4267,600,304.33
6961,250,0
23113,740,105.75
15606,150,123.83
13514,610,0
7048,450,140.5
7675,450,243.5
20343,300,110.92
16654,6830,670.25
8992,5300,260.83
10352,140,241.75
25506,2705,81.42
4127,4500,318.5
23540,3220,22.58
12432,3200,121.75
7596,490,24.33
20492,300,21.25
14782,160,171.08
17169,150,176
12425,1000,146.92
4781,150,220.58
6636,1800,304.08
25280,4515,265.83
6143,150,120.33
21529,3213,276.08
10539,240,439.33
17501,320,245.83
25859,9560,1837.83
2879,1000,448.58
19410,2480,221.5
16629,2400,246.42
15597,180,138.75
19118,200,17
24109,240,118.67
5154,150,507.83
4299,600,101.67
1470,2835,377
9294,150,177.08
13583,380,279.33
5330,8000,43.17
9065,5730,20.75
17271,750,0
10992,2500,267.75
2448,9040,853.5
2431,150,590.5
3127,150,0
22388,6048,542.92
3782,250,157.17
14972,280,143
1879,14786,105.08
2013,9123,427.25
6780,900,241.5
8475,8935,169
21111,700,48.58
22374,6413,229.33
22889,700,1.67
22540,9741,744
24278,480,44.25
13939,3080,192.5
2940,600,274
24680,1350,346.17
13392,240,148.67
8101,720,106.33
6357,150,4.33
18457,4000,239.33
5229,150,278.58
23557,1200,2.17
15696,180,0
16634,380,28.33
3499,150,154.42
24640,1705,184.25
26296,1850,2.92
17277,1040,292.25
5043,1000,211
2133,150,71.83
9426,320,66.75
5311,4000,153.33
20433,150,150
9052,4000,52.17
8557,150,277.83
903,150,231.17
9512,1000,0
22829,240,54.17
25380,280,25.92
8894,1000,41.5
22167,6680,94.42
3769,150,386.25
5763,1000,93.67
18334,4705,174
20328,300,92.42
18539,3233,134.83
16650,19000,0
281,150,416.58
423,7800,1206.58
1876,150,196.5
13822,700,320.08
19581,4852,240
21648,400,227
6340,150,110.5
4416,4500,171.17
4153,2243,237.58
3434,150,165.58
5326,150,36.25
23734,4675,102.5
22695,240,0
24606,9612,184.17
8701,600,187
8460,150,130.58
8270,11000,261.83
13063,150,185.75
22072,9870,232.5
21025,700,16.83
22785,6474,256.33
17266,240,16.42
18724,280,2.08
9771,13319,221
5285,150,359.17
6618,2555,254.75
19945,420,216.67
4505,12000,267.17
18476,1000,182.83
11433,2000,73.08
2877,4500,1043.58
22545,240,85
14527,1390,368.67
11546,1000,0
8477,1000,22.67
16334,640,140.17
25326,3713,218.08
6176,4000,412.25
5353,150,319.08
9950,140,176
5384,3100,136.17
21294,460,243.5
21170,740,74.25
21972,640,96
277,150,212.83
21855,140,12
756,46230,160
6975,250,7.08
6592,7005,306.5
21607,4300,548.83
21352,1000,0
984,48000,14425.58
4794,3866,323.75
20330,1000,55
15412,480,198.75
1703,150,398.5
21024,2000,722
8112,1200,408
7887,650,285.33
10105,240,258.42
14133,5000,616.17
25114,2100,22.83
19234,2113,239.83
9751,720,246.17
4898,600,335.25
14568,2640,135.67
10114,580,131.42
15281,420,75.75
23688,3987,178.83
12217,150,175.67
16811,19576,126.58
6827,600,99.58
3277,150,124.83
13462,3760,174.33
24705,540,77.83
9220,1000,0
2662,150,569.92
7801,4453,348.08
19225,1660,415.58
446,1000,294.75
15216,1200,48.75
16849,2260,239
7425,150,107.5
21182,500,186.75
19527,150,155
24349,3886,96.92
26329,840,1.92
24407,3180,110.42
13794,280,160.92
10211,3015,180.83
19302,2843,472.33
14386,340,183.75
7475,150,232.83
7223,1280,173.75
8740,680,190.58
13297,640,168.75
11391,150,415.25
16231,100,8
1949,150,0
474,1000,81
21891,2993,131.67
7043,2000,15.58
5203,19757,659.83
16851,1843,106.83
26103,5100,96.5
24006,320,10.33
3530,150,286.92
19205,4252,74.17
15886,150,115.25
4353,600,197
12241,2000,225.42
389,150,161.42
18135,240,250.08
9575,2000,79.5
9914,700,98.58
856,150,102.58
10373,240,41
14429,150,114.5
25931,280,14.17
147,150,0
5779,7000,1102.33
778,150,200.33
22742,800,332.08
23028,720,0
11909,450,133.42
12086,2340,333.17
410,7000,262.5
9127,200,105.5
25997,2175,19.42
13636,200,0
25831,4200,32.75
1306,1000,19.33
8195,1500,247.42
21218,4875,164.42
25184,8460,240.58
23334,8306,379.5
14645,2610,358.5
21990,6483,663.5
24201,9313,152.83
9731,4000,0
22424,2050,627.5
21904,1780,290.17
18008,2060,118.25
6283,1000,78.83
22963,1493,271.33
4997,1000,434
8331,150,135.83
25739,2060,12.75
23333,7500,269.42
26031,955,41.67
700,14000,300
19466,740,0
1659,150,331.42
21563,3000,889.17
6761,600,269.33
21807,3046,290.42
20484,280,56.75
9024,350,219.58
9642,1000,206.67
497,150,378.17
21710,200,40.92
11639,450,41
15826,150,91.42
1039,150,482.75
2318,4860,278.92
21377,200,0
19759,1100,156.58
3932,1000,11.58
6611,1713,304.25
14735,1000,177.42
13187,620,19.83
16815,260,76.58
17409,740,33.25
13623,3513,509.75
23037,906,82.5
1061,3000,132.33
2710,1000,253.5
6801,1000,51.42
16572,200,37.17
2316,1100,71.42
506,1000,0
21798,5360,249.92
12762,150,262.92
7263,1310,228.5
14495,540,248.83
25473,8160,535.75
11282,3000,14.25
16769,240,243.75
18869,5000,1401.08
5181,150,104.42
4403,600,141.25
23164,1510,182.92
21027,8440,501.33
10341,1790,149
7151,450,89.67
5316,150,66.17
23011,3050,207.17
26169,2906,11.92
6644,650,581.5
9902,280,285.92
5968,650,74.08
1498,150,0
198,1000,0.17
25514,1060,55.33
23668,2375,211.67
23134,3206,161.08
492,1000,419.08
4793,150,138.08
16720,9660,121.83
26086,2080,108.17
23081,7555,262.42
23989,4705,590.92
18664,10000,58.5
8925,540,158.33
16323,746,4.17
3042,1000,91.92
7501,150,233.25
12626,150,293
9131,200,449.5
18187,2890,420.5
16910,1060,180.92
12015,150,437.92
25533,4415,100
1508,150,190
8212,10500,351.92
11402,150,230.5
20682,300,93.5
15010,8120,426.25
10160,2520,174.83
14980,320,101.5
363,150,167.33
14965,2976,133.67
25030,800,103.83
22693,240,0
12081,4510,0
25016,4036,307
6280,8000,281.58
507,1000,132
7013,4000,491.67
20002,7876,153
697,1000,62
5211,1000,95
14920,380,286.17
11821,900,194.08
20432,2555,263.58
25486,6445,2003.08
432,150,275.17
12152,5290,173.08
14670,960,0
12813,580,23.92
22010,920,76.25
22224,7680,270.83
245,4465,394.92
24425,280,10.33
9236,1680,238.58
6564,1000,78.25
1456,150,85.25
4087,1000,74.67
18587,1000,42.17
9631,850,475.5
3464,1000,66.33
8230,150,70.67
16888,5526,552.42
24471,360,5.08
23016,420,50.08
8743,4375,667.17
7543,650,218.67
4555,150,326.42
7246,150,0
18633,620,281.58
25306,3366,780.67
18603,320,159.08
11991,450,200.83
24488,300,3.67
16659,5000,71.42
24390,1695,205.67
15935,370,176.08
5076,600,275
18081,1259,40.92
2108,150,227
20212,300,149.08
1541,150,274.58
11154,4000,133.42
1187,600,233.67
24799,3629,265.25
17100,2980,156.25
17194,2140,109.92
23075,460,114.75
17318,2340,188.75
10527,3550,360.58
23062,460,21.58
121,1000,111.5
18939,200,191.5
15946,150,154.83
23849,260,8.17
18335,880,132.67
11994,1800,391.5
22628,280,0
12230,150,172.33
21562,9478,555.75
15056,150,9.17
13810,1830,279.25
11448,150,124.08
7449,1000,46.58
20487,150,123.5
6807,950,264.08
8231,150,264.33
16030,5000,238.75
25822,870,142.17
13127,500,183.42
9050,13360,375.58
4652,150,0
17238,260,150
17495,980,7.17
8090,1000,37.33
5095,4500,269.83
23641,640,310.92
7035,680,256.08
3224,150,469.75
2259,150,354
7438,1000,0
19793,4772,1018.58
10838,890,60.92
1655,7425,315.58
24714,1350,1.42
7978,4940,241.83
2299,2000,35.83
17767,5380,604.42
1559,150,93.17
12895,150,66.75
23866,2006,54
4453,600,263.92
